opening_balance,daily_income,daily_expense,recurring_payment_amount,upcoming_payment_amount,expected_invoice_amount,overdue_invoice_amount,discretionary_spending,day_of_month,cash_flow_7d,cash_flow_30d,minimum_safe_balance,cash_shortage_risk,predicted_minimum_balance,days_to_cash_shortage
35784.17,2828.03,3109.09,18405.89,18868.5,7847.01,0.0,4098.25,15,-7945.41,-37859.16,15000.0,1,-2169.11,13.5
313130.71,11199.27,7375.07,29875.67,21513.64,60902.21,6000.0,10475.01,19,30344.39,121838.94,20000.0,0,344137.04,30.0
103771.7,3607.41,4677.18,23877.55,19043.99,53729.94,20000.0,12813.55,28,-4360.02,-29284.82,25000.0,0,74510.78,30.0
121526.79,3523.68,7406.7,47052.51,20543.44,21567.32,40000.0,5322.52,13,-31085.08,-178519.35,25000.0,1,-57144.55,15.8
113895.28,3680.83,5575.6,40237.96,23785.56,44704.41,8000.0,7153.33,27,-13836.72,-79362.15,25000.0,0,34456.56,30.0
43506.52,2143.87,3397.36,11174.22,10030.2,13516.9,5000.0,2581.02,29,-10083.09,-47292.05,15000.0,1,-3711.05,15.0
342399.85,6499.92,6438.51,25010.52,22249.97,55698.63,0.0,2010.22,12,2669.59,10280.36,20000.0,0,345305.93,30.0
303791.47,11271.76,6979.31,27152.25,12042.92,47774.01,0.0,3682.14,13,34784.8,137352.4,20000.0,0,338458.86,30.0
36212.76,2592.07,3472.71,8045.03,6168.43,3198.02,0.0,6173.61,14,-7992.28,-37434.76,15000.0,1,-1231.56,15.5
95315.42,4184.85,3465.1,36028.23,24795.72,19821.11,20000.0,6028.01,23,-915.81,-27410.34,25000.0,0,67985.72,30.0
7966.85,2897.51,1421.91,20930.91,17180.02,9402.47,0.0,1691.84,17,5337.65,15559.36,15000.0,1,13144.85,1.0
54981.84,5284.56,6327.62,29027.54,13262.34,9750.93,20000.0,3791.15,9,-10656.15,-71830.65,25000.0,1,-16540.7,12.0
97949.72,5210.55,6979.07,28119.61,16377.14,34134.69,20000.0,11381.77,15,-12103.55,-71417.61,25000.0,0,26505.59,30.0
111630.0,6277.04,6941.46,37765.03,36440.51,49057.3,20000.0,4518.75,30,-9415.69,-53080.87,25000.0,0,59212.34,30.0
233115.07,5032.55,7406.62,13015.84,23961.51,76909.56,0.0,5981.55,29,-10821.15,-31289.75,20000.0,0,201398.07,30.0
10419.11,2325.31,2453.89,6777.43,16862.28,18972.92,14000.0,3833.41,26,-3850.4,-14124.22,15000.0,1,-3131.63,1.2
153020.44,5694.62,4894.64,25262.66,19817.26,63753.97,0.0,2730.52,23,10423.76,42673.48,20000.0,0,163411.16,30.0
56497.48,1819.53,3536.85,7003.62,24123.27,4093.27,28500.0,8979.2,20,-20851.93,-89953.38,15000.0,1,-33520.46,15.5
235283.74,9225.05,7149.81,21794.41,14502.38,87946.39,0.0,6492.6,28,26315.06,113907.05,20000.0,0,261497.33,30.0
202238.67,8653.77,5413.76,22617.32,7800.53,87173.84,6000.0,10778.32,30,36994.62,151556.25,20000.0,0,239597.64,30.0
245237.07,7568.58,3897.12,40371.05,22804.52,61080.49,6000.0,8801.43,26,28794.53,105648.79,20000.0,0,273614.63,30.0
44678.24,3022.51,2288.26,8531.74,17623.69,22037.3,28500.0,8181.43,19,2497.72,6509.31,15000.0,0,47140.46,30.0
25896.48,1979.1,2524.85,20794.3,22360.23,5094.09,0.0,5231.81,14,-11745.54,-54433.01,15000.0,1,-28288.4,4.9
339441.63,9402.02,7109.88,29331.67,10999.85,59351.63,0.0,8172.91,15,23515.41,87784.51,20000.0,0,362780.27,30.0
62566.38,2087.89,3061.21,17763.79,9576.43,15153.0,28500.0,5137.91,25,-7613.19,-52786.72,15000.0,1,9403.63,25.4
306439.37,8768.56,4603.01,42840.42,16370.81,60411.45,0.0,9306.37,14,34692.86,126166.92,20000.0,0,341186.87,30.0
37195.13,6945.63,5555.29,39790.91,17010.76,8159.23,40000.0,3837.08,22,4559.92,-22932.27,25000.0,1,14071.04,24.0
5838.9,2743.61,3325.08,15440.77,7952.2,8561.39,0.0,1611.52,13,-5538.86,-32275.52,15000.0,1,-26187.47,1.0
74677.1,4942.8,3577.4,47551.43,20758.87,42094.37,8000.0,4539.32,27,9673.19,11546.35,25000.0,0,84414.62,30.0
341000.78,8084.18,6500.69,24233.45,10424.84,53230.69,0.0,4636.75,30,17560.67,66077.25,20000.0,0,358509.85,30.0
40352.7,2452.93,2583.77,16257.16,6439.8,14765.43,5000.0,7123.15,18,-538.76,-13856.95,15000.0,0,26729.34,30.0
35540.21,2975.64,2926.27,11708.69,11821.85,12481.92,0.0,6255.01,9,-1886.77,-9567.55,15000.0,0,25635.98,30.0
41232.68,1490.63,3156.79,19561.66,14123.96,20014.09,14000.0,3185.63,5,-13309.87,-69256.24,15000.0,1,-27551.82,8.8
50127.37,1358.26,2844.24,5313.77,21469.65,6018.09,28500.0,1615.25,22,-17786.09,-76744.69,15000.0,1,-26898.45,15.2
72730.68,6336.62,3362.21,28482.52,29950.81,10117.8,8000.0,3574.39,21,10864.14,37716.91,25000.0,0,83340.44,30.0
47639.94,7257.05,4391.51,54986.52,29846.42,44257.21,20000.0,5427.28,30,16971.7,37390.65,25000.0,0,64348.43,30.0
45076.2,2812.71,1761.13,12522.66,14370.55,9178.75,28500.0,8377.34,11,3448.63,2433.1,15000.0,0,47930.09,30.0
64839.86,7018.17,7772.78,36836.08,27597.03,25712.23,40000.0,4568.38,21,-11178.63,-77359.17,25000.0,1,-12865.35,14.0
6113.5,2598.42,2818.55,11983.76,15039.41,23784.89,0.0,1979.33,19,-2799.68,-9842.13,15000.0,1,-4042.12,1.5
126654.86,6360.3,3825.29,48828.75,37402.31,35135.06,20000.0,4870.81,21,9811.14,16954.22,25000.0,0,136288.84,30.0
30784.72,2188.09,1521.48,21228.84,6700.12,18041.61,0.0,1692.24,27,5594.52,10110.86,15000.0,0,36801.43,30.0
39016.75,1996.42,3098.32,5653.24,12435.5,20378.69,0.0,3686.83,30,-8611.78,-30767.1,15000.0,1,8319.31,14.6
269346.84,8199.33,7215.3,15447.61,16783.1,41533.18,0.0,9087.29,4,8481.56,38823.17,20000.0,0,278184.66,30.0
239710.69,11621.53,4367.41,15568.82,18156.03,26435.81,0.0,3962.87,18,48803.6,210334.61,20000.0,0,288562.84,30.0
8950.53,2444.33,2687.48,9775.02,23114.66,8994.53,5000.0,7751.55,3,-9149.01,-33189.67,15000.0,1,-23748.82,1.0
41012.15,2227.31,2927.99,5943.23,9975.35,20842.3,0.0,7916.14,30,-4726.49,-16096.89,15000.0,0,24852.45,30.0
156418.09,5063.24,6016.38,29201.66,29806.25,14203.2,20000.0,6748.87,24,-15753.85,-81398.94,25000.0,0,75156.47,30.0
208532.03,6749.8,3382.06,33370.32,28306.22,31521.39,0.0,2057.21,14,18556.01,70877.23,20000.0,0,227691.99,30.0
152298.36,6404.35,5909.81,29675.29,7445.29,26111.75,6000.0,4749.08,16,5705.96,1427.14,20000.0,0,153722.25,30.0
46007.08,7139.08,7466.56,26513.18,21215.31,9504.85,20000.0,5506.67,27,-8877.5,-56047.99,25000.0,1,-10124.85,11.1
40485.81,2916.62,2457.63,5050.37,9098.83,9446.69,0.0,8338.3,2,1462.73,9067.15,15000.0,0,41926.35,30.0
38720.07,7166.85,4379.36,54987.91,18174.82,44262.68,0.0,5245.83,25,21095.01,54724.52,25000.0,0,60300.19,30.0
157943.42,4280.76,5975.46,35958.78,24740.61,49898.39,40000.0,5082.73,18,-11779.47,-77642.02,25000.0,0,80070.27,30.0
128624.13,3714.71,5270.8,53022.86,20878.23,39412.95,40000.0,3032.02,26,-11361.34,-97170.89,25000.0,0,31473.74,30.0
115400.28,6055.28,6338.61,50511.81,24847.99,22094.63,40000.0,13873.17,27,-7503.54,-77764.92,25000.0,0,37673.26,30.0
68059.38,6566.45,3572.26,43491.36,18298.06,36030.11,20000.0,7313.34,15,20846.14,56066.45,25000.0,0,88940.32,30.0
234669.46,11381.38,5505.87,28696.86,11336.47,60859.0,0.0,8414.9,3,48765.79,197091.0,20000.0,0,283928.41,30.0
179045.32,3232.86,4475.57,50454.87,26229.15,29916.24,0.0,14088.93,20,-13207.36,-84049.01,25000.0,0,95028.83,30.0
58723.78,1301.04,2864.87,6218.55,18830.47,2781.34,14000.0,2620.38,25,-17922.72,-74782.53,15000.0,1,-16084.18,18.3
58642.33,2873.66,5415.39,21168.28,15390.11,20564.49,8000.0,6055.52,20,-19835.26,-95445.82,25000.0,1,-36965.55,8.8
61544.17,2122.28,2084.57,13336.09,20227.63,5872.86,0.0,1673.14,29,-6652.46,-26559.36,15000.0,0,35139.58,30.0
159876.34,3421.07,6356.04,34625.69,27202.52,19870.37,8000.0,11611.75,7,-27451.69,-133206.78,25000.0,0,26704.96,30.0
70150.01,7084.51,5151.79,19685.36,22808.18,32962.14,40000.0,9573.74,7,10998.15,32449.99,25000.0,0,80518.29,30.0
54149.87,3192.29,2124.99,11487.56,16978.79,18524.15,14000.0,5026.76,3,4384.4,16476.74,15000.0,0,58012.89,30.0
172920.58,6534.4,3412.07,30295.47,28939.61,22782.33,40000.0,10062.31,5,14836.91,41217.04,25000.0,0,188388.1,30.0
178399.99,4080.97,7837.44,46365.04,25038.44,42503.85,20000.0,7918.61,11,-27809.9,-149593.73,25000.0,0,28254.39,30.0
126243.0,3784.59,3361.11,34044.04,32502.43,49200.45,40000.0,7839.13,16,-196.53,-20641.65,25000.0,0,105687.25,30.0
193004.92,10095.62,3626.41,24245.14,21221.47,21361.85,0.0,8415.97,9,41068.24,169971.47,20000.0,0,233738.05,30.0
287183.3,6661.12,4281.87,34402.98,19516.75,32167.22,0.0,4559.85,26,15281.51,49625.06,20000.0,0,301815.57,30.0
177896.15,6404.96,8192.46,25998.98,39773.46,8950.22,40000.0,4768.23,9,-26631.88,-126447.38,25000.0,0,51719.28,30.0
76244.48,9071.29,4523.08,25716.81,25968.98,43237.98,0.0,9568.84,18,30097.48,127998.53,20000.0,0,106227.58,30.0
130815.76,3985.32,4921.18,48887.54,39424.99,23467.51,8000.0,9963.99,17,-17627.52,-96120.86,25000.0,0,34673.48,30.0
55599.94,2636.01,3475.99,16788.94,23748.43,14753.79,5000.0,8827.28,29,-12428.49,-52983.03,15000.0,1,2176.84,18.3
43028.92,2338.13,2241.7,10539.11,8989.9,14315.54,0.0,3625.48,9,-57.78,-2320.31,15000.0,0,40417.47,30.0
155156.68,4452.68,3533.24,41034.68,18792.2,34745.05,0.0,6925.1,18,5868.23,2501.46,25000.0,0,157694.24,30.0
152922.11,6378.53,8436.27,18299.13,27749.62,20034.09,0.0,3297.71,16,-21497.23,-87746.94,25000.0,0,64599.69,30.0
120566.94,4788.25,4012.8,39550.44,13053.36,24267.61,6000.0,8679.34,8,5060.33,-7472.66,20000.0,0,113043.21,30.0
45290.07,5119.79,6891.7,28032.56,22681.61,47572.83,8000.0,6204.73,15,-11961.43,-59498.56,25000.0,1,-14105.5,5.2
155200.28,5424.44,3364.8,35071.84,28659.36,33558.53,40000.0,6353.31,3,9665.45,15616.57,25000.0,0,164617.99,30.0
118246.17,4413.76,6742.34,26442.58,23425.4,53249.5,20000.0,7333.2,6,-15020.28,-74475.72,25000.0,0,43887.42,30.0
232304.23,4508.15,7453.61,30817.85,14783.91,82189.64,6000.0,4746.37,19,-10093.85,-54175.88,20000.0,0,178152.11,30.0
222840.63,7036.08,3879.91,31595.32,10993.19,44288.82,0.0,11326.82,30,26553.67,96385.37,20000.0,0,249873.95,30.0
256019.11,6343.79,7267.34,26397.1,7061.06,38345.95,0.0,9613.5,14,-1620.08,-22818.7,20000.0,0,233261.3,30.0
46653.61,2985.2,2794.21,8778.95,5121.69,16147.91,0.0,4802.64,22,2517.84,7977.01,15000.0,0,49245.76,30.0
63590.76,6809.78,4546.39,29344.17,42034.0,22513.23,8000.0,5568.63,4,3532.81,15836.92,25000.0,0,67073.19,30.0
7333.75,2649.08,2819.3,9800.22,10207.58,23735.13,14000.0,6813.59,21,-527.55,-6979.28,15000.0,1,544.4,1.3
8513.76,1485.11,3244.25,17430.63,17951.03,5004.92,5000.0,8603.16,2,-18493.37,-85150.78,15000.0,1,-76361.06,1.6
50967.31,1336.7,3218.08,9452.8,18465.89,23244.85,0.0,2735.03,18,-15907.06,-61115.29,15000.0,1,-10512.27,12.7
141450.29,7109.31,7709.25,36870.72,37884.62,45636.82,20000.0,14419.24,3,-10226.08,-55116.78,25000.0,0,86688.84,30.0
138668.76,3670.76,8310.99,32950.98,35530.88,8887.0,20000.0,4326.5,7,-44916.57,-206801.78,25000.0,1,-68197.42,16.6
190079.22,10188.42,4544.92,20055.12,23496.32,51475.42,6000.0,4538.81,17,40401.07,174829.03,20000.0,0,230928.17,30.0
331229.51,6313.9,6890.22,26291.46,28020.59,53759.32,0.0,10829.75,12,-4490.61,-17842.31,20000.0,0,313183.7,30.0
143324.2,5643.84,6849.74,28446.07,29331.67,10086.58,40000.0,8235.0,2,-18156.65,-99868.15,25000.0,0,43271.81,30.0
15187.56,2505.05,2746.57,18393.7,9331.56,19563.53,5000.0,3519.08,29,-1510.56,-17407.35,15000.0,1,-2567.12,1.1
162179.6,4779.6,7649.7,39839.37,18907.56,35311.99,20000.0,13144.05,10,-20591.35,-117538.06,25000.0,0,44577.36,30.0
10926.14,2031.83,2071.84,20734.25,11889.82,19430.74,28500.0,3498.73,21,-1149.82,-25793.52,15000.0,1,-15160.47,1.5
11012.68,2547.42,1417.07,13079.98,8048.84,16429.64,28500.0,4983.02,25,7978.86,17811.38,15000.0,1,19026.17,30.0
163036.01,4803.29,4961.08,51326.85,15559.43,13504.04,0.0,5686.77,3,-4627.5,-58115.98,25000.0,0,105172.75,30.0
92621.18,6362.95,5284.12,48575.44,21622.62,21044.69,0.0,7794.08,8,3111.65,-16788.69,25000.0,0,76453.03,30.0
84643.61,3883.59,5689.99,38755.39,17133.6,34165.78,40000.0,10525.66,9,-12665.07,-91915.14,25000.0,1,-7176.97,16.2
69369.05,5831.65,7697.43,32860.32,41878.47,15257.5,0.0,8196.91,13,-26760.39,-115454.88,25000.0,1,-46225.61,9.6
289395.68,8813.15,3133.4,25787.78,12313.24,25325.08,6000.0,3655.35,3,39897.95,155216.45,20000.0,0,328949.17,30.0
171485.14,6197.7,6854.21,53821.85,40759.44,14421.31,0.0,9564.34,29,-18015.09,-99855.31,25000.0,0,71871.47,30.0
46745.62,4955.44,6894.06,54909.28,23660.59,32162.08,20000.0,9522.41,26,-16602.17,-112566.43,25000.0,1,-66199.67,4.3
40894.27,2909.64,2239.46,17580.61,17181.71,10639.92,14000.0,7499.94,5,-53.46,-9617.11,15000.0,0,31408.51,30.0
17973.97,1338.96,2654.85,17860.12,6322.16,21281.77,0.0,3000.5,10,-7483.74,-42377.2,15000.0,1,-24152.65,1.3
323751.19,8297.79,5767.58,35368.86,25986.21,29113.34,0.0,2730.59,12,13139.67,43664.63,20000.0,0,336601.73,30.0
93584.96,5193.29,8208.77,38283.54,46314.39,16473.64,20000.0,13103.67,20,-36339.34,-166588.5,25000.0,1,-72716.02,12.4
159139.57,6661.74,3848.13,49397.74,26906.47,19923.75,8000.0,4015.71,6,12917.42,24827.8,25000.0,0,171873.7,30.0
34727.55,1400.46,3059.63,9693.28,13316.56,4001.77,14000.0,7361.18,3,-16140.46,-74383.18,15000.0,1,-39416.73,7.4
105244.47,2909.45,5083.94,45375.03,30362.49,19478.82,8000.0,3534.68,4,-23470.65,-124693.35,25000.0,1,-19253.65,18.0
159846.79,8096.56,6964.42,37044.1,12379.19,31331.83,0.0,4150.71,23,9239.63,15872.55,20000.0,0,169730.67,30.0
106189.35,6887.36,2801.33,35209.08,27390.3,67690.59,0.0,3671.0,3,31184.24,127672.24,20000.0,0,137443.06,30.0
171423.94,6130.97,7608.42,22131.01,15561.78,72466.92,0.0,7517.79,25,-2073.52,-9549.56,20000.0,0,161948.98,30.0
7995.35,1431.11,1557.01,17929.49,14196.89,9886.52,0.0,3611.81,16,-4582.71,-26016.68,15000.0,1,-17835.91,1.1
27866.56,2427.42,2771.98,13188.9,12413.81,24682.15,5000.0,8149.4,10,-2440.97,-13257.15,15000.0,1,14526.39,10.4
32480.57,6629.52,5103.73,39475.47,14662.67,16224.85,40000.0,8151.85,29,8060.48,-8139.37,25000.0,1,23905.83,26.5
349611.2,9222.31,6873.27,37797.61,14528.15,63070.28,6000.0,11511.12,3,23246.04,78815.57,20000.0,0,372733.8,30.0
80330.12,6148.51,4202.63,32357.17,18818.44,36370.21,0.0,10869.87,9,13367.78,43570.81,20000.0,0,93533.56,30.0
72334.29,6620.65,3827.5,45974.65,15532.28,29005.04,8000.0,6355.13,16,19140.14,48092.6,25000.0,0,91685.87,30.0
82581.93,5760.68,3146.1,17929.87,29284.51,61374.14,0.0,6955.09,22,18863.11,92597.28,20000.0,0,101320.8,30.0
129167.69,4364.02,5225.21,39993.15,14512.29,20026.5,8000.0,13275.21,17,-7827.93,-63514.56,25000.0,0,66369.67,30.0
21123.65,2504.12,1696.25,13816.46,20129.55,5778.85,0.0,7984.94,3,-1240.96,-3931.07,15000.0,0,17625.66,30.0
6127.06,3147.87,1825.44,18976.37,15798.86,8082.86,5000.0,6826.09,20,4554.03,10980.5,15000.0,1,11174.7,1.0
295469.46,6558.39,7334.13,39501.91,28299.27,54399.56,6000.0,6379.98,1,-5869.99,-39073.89,20000.0,0,256497.38,30.0
30759.2,2708.94,2682.82,20909.81,22220.52,9650.9,0.0,5319.34,13,-6775.17,-32695.77,15000.0,1,-1753.59,11.3
129325.95,6121.41,7933.06,53366.88,30515.55,45529.24,8000.0,5873.86,16,-15781.89,-95902.55,25000.0,0,33697.32,30.0
57137.83,1590.55,1493.45,7721.63,12066.41,7043.11,28500.0,5712.12,20,-2738.29,-21232.13,15000.0,0,36219.95,30.0
48925.9,2678.69,2851.44,8883.42,12883.76,21464.36,14000.0,8939.98,7,-2069.88,-11085.33,15000.0,0,38143.3,30.0
97437.99,6367.54,3560.01,42906.95,47899.36,44669.02,40000.0,7363.53,23,9426.82,22088.84,25000.0,0,107079.92,30.0
109110.34,3553.81,6991.92,43985.05,46810.25,22109.03,8000.0,5327.13,16,-38369.11,-175029.76,25000.0,1,-65828.55,13.5
25572.12,2746.62,2655.01,6571.19,13033.9,15492.57,28500.0,7544.65,15,-1473.78,-12764.23,15000.0,1,12880.26,19.0
7529.03,2108.11,3162.66,18118.36,23310.14,14263.62,0.0,8030.45,5,-13853.19,-58801.42,15000.0,1,-51328.59,1.0
5737.44,2387.31,3350.82,16401.28,24622.84,3449.77,14000.0,1729.26,6,-15903.76,-72079.66,15000.0,1,-66301.5,1.2
282144.13,8726.03,3160.02,29555.07,14563.11,79416.28,6000.0,8264.49,1,49020.11,199878.5,20000.0,0,331064.68,30.0
53546.19,3076.92,3136.46,7213.31,5706.86,2479.44,0.0,6761.18,26,-2203.61,-12226.83,15000.0,0,41310.61,30.0
42465.5,2851.22,3460.9,18653.11,12960.15,16603.03,0.0,2398.25,9,-6131.25,-33300.8,15000.0,1,9206.49,16.3
48094.28,1422.19,1936.45,10063.9,15767.98,11153.02,28500.0,4125.29,3,-7676.35,-41506.41,15000.0,1,6442.26,24.1
22748.8,1334.06,3370.58,16760.92,6553.98,3496.06,0.0,5450.59,29,-16178.06,-80914.62,15000.0,1,-58486.05,3.4
288389.42,8084.08,4864.36,12363.93,28237.37,65248.09,6000.0,10838.92,30,24292.74,118838.53,20000.0,0,312475.12,30.0
346971.57,11055.42,7987.81,20074.64,26213.99,81727.12,0.0,5181.11,30,27333.1,127466.79,20000.0,0,374296.09,30.0
46390.48,2331.13,1570.47,7764.68,12149.03,6268.89,14000.0,5384.3,13,1718.78,3574.97,15000.0,0,47988.93,30.0
34060.57,1381.68,1683.66,9073.37,22050.08,23266.09,0.0,4005.58,13,-6280.72,-16916.93,15000.0,0,16891.57,30.0
46033.04,1239.46,1658.62,19354.21,21743.2,9572.6,0.0,8655.12,2,-9716.83,-44099.4,15000.0,1,1814.01,17.4
292060.17,8598.87,4821.85,32416.33,16651.51,38457.43,0.0,5207.64,25,27470.0,102700.1,20000.0,0,319215.58,30.0
53719.9,6844.84,5571.97,51929.8,28843.32,20926.89,0.0,4816.33,20,1558.12,-21660.21,25000.0,0,31487.65,30.0
175170.04,6202.44,5382.48,18706.67,13227.45,40185.77,20000.0,14520.15,13,8485.91,24850.5,25000.0,0,184079.14,30.0
34670.36,7346.79,8427.58,38326.49,14544.15,33425.71,40000.0,3960.39,5,-6698.07,-67868.74,25000.0,1,-33330.86,3.5
12640.93,3008.75,2556.87,18456.78,6421.12,23335.78,0.0,7857.09,9,5261.9,12014.42,15000.0,1,17655.22,30.0
59597.3,3031.18,2123.79,16992.38,18190.65,20550.94,14000.0,4796.19,3,3185.68,6989.71,15000.0,0,62584.2,30.0
33938.52,4570.67,6888.21,27346.02,46477.35,9417.58,40000.0,9526.72,27,-32930.18,-149931.87,25000.0,1,-116014.0,1.8
280683.76,6066.3,3582.35,33205.14,16993.98,79421.75,0.0,9264.41,11,26474.46,103741.35,20000.0,0,307221.02,30.0
114783.42,6583.23,4313.99,33462.06,24167.87,76214.5,0.0,6035.89,28,21460.45,86661.86,20000.0,0,136230.36,30.0
48582.08,5452.88,8247.2,47340.77,32833.22,38399.87,20000.0,3381.47,11,-25013.56,-133603.74,25000.0,1,-85142.77,4.6
92261.72,3500.75,8276.44,32959.56,43511.85,16899.74,8000.0,8294.95,13,-47454.64,-206042.45,25000.0,1,-113645.43,9.8
37758.13,3791.88,3593.95,28689.83,34587.8,34610.74,8000.0,6030.65,13,-5527.49,-25929.1,25000.0,1,11552.33,6.3
55944.25,2432.96,1810.32,8012.56,22333.75,19082.81,28500.0,2390.04,18,-758.5,-3984.46,15000.0,0,52205.83,30.0
153182.55,7699.15,3522.74,15664.73,23346.29,40063.39,0.0,10955.83,18,27908.98,126344.44,20000.0,0,180951.21,30.0
33382.11,2804.13,3135.69,17919.95,11328.89,12438.62,0.0,8804.55,24,-4364.8,-26757.23,15000.0,1,6160.76,14.1
116804.26,3772.44,7416.9,41370.85,23439.38,18912.68,0.0,4368.6,11,-31104.4,-155231.21,25000.0,1,-38287.63,16.3
40241.49,2104.37,3104.01,8554.44,13516.29,5593.61,0.0,7340.54,9,-11285.31,-46466.48,15000.0,1,-6358.13,13.9
50704.14,5964.94,6359.53,28895.17,12491.76,11649.45,8000.0,13062.42,10,-5428.95,-44775.21,25000.0,1,6368.86,13.9
64676.38,4415.97,6454.37,49851.64,39115.68,34009.8,8000.0,4252.16,7,-23113.11,-119309.51,25000.0,1,-54681.64,8.0
102716.71,3297.16,4672.99,50941.63,31799.58,27430.58,0.0,12877.15,1,-16864.5,-96585.41,25000.0,1,6388.44,19.4
95067.66,5588.37,4437.0,52826.59,33196.6,22626.04,8000.0,13958.22,5,-693.78,-32055.8,25000.0,0,62861.21,30.0
77323.38,6524.76,3891.4,46219.39,14460.66,8591.85,0.0,14205.82,19,14367.59,26912.44,25000.0,0,91444.88,30.0
42013.15,2218.0,3581.52,21714.67,17335.52,12186.02,0.0,1537.29,26,-14041.58,-67769.49,15000.0,1,-25845.79,9.9
9401.65,1591.68,2467.56,18341.16,14195.41,9715.96,0.0,3427.54,25,-9866.12,-49096.98,15000.0,1,-39474.91,1.0
101168.01,6090.94,5102.02,43964.26,24523.43,87367.19,0.0,9622.85,4,14586.51,48547.11,20000.0,0,116091.55,30.0
219820.65,10481.17,5776.94,22380.02,19466.64,60013.14,6000.0,11902.38,17,37145.55,156893.26,20000.0,0,257169.3,30.0
144508.6,3268.89,7317.21,31742.43,13418.05,25072.57,8000.0,10780.48,22,-28690.95,-144737.51,25000.0,1,-172.77,21.7
28445.02,2681.62,2723.24,16417.93,12172.46,13219.71,5000.0,3104.42,22,-2516.36,-18619.21,15000.0,1,10234.91,13.7
27780.77,2975.8,2289.23,15620.46,22674.0,6826.01,0.0,6764.65,27,-2898.37,-10871.2,15000.0,0,16660.18,30.0
61653.42,2379.01,2157.9,15636.34,23118.63,8301.78,14000.0,3959.62,4,-6039.35,-29419.99,15000.0,0,32294.6,30.0
32572.75,6654.72,7862.93,49716.41,25501.96,29713.98,0.0,8035.86,29,-12715.44,-81750.62,25000.0,1,-48910.03,2.0
340507.18,11138.29,2545.1,33168.21,7637.7,40444.57,0.0,3126.07,18,65186.12,257434.16,20000.0,0,405569.36,30.0
12715.21,1382.83,1792.12,16704.29,21447.58,11402.72,0.0,7449.22,13,-9163.5,-39027.76,15000.0,1,-26270.06,1.0
44715.06,2134.0,3186.47,7650.61,20588.91,3477.41,0.0,8371.12,11,-14907.4,-56336.35,15000.0,1,-11274.31,14.7
37227.24,1623.15,3184.54,18151.82,7051.13,12668.08,5000.0,4029.97,28,-11216.62,-61376.81,15000.0,1,-23962.24,9.0
52216.64,6614.27,5429.13,46305.09,46360.58,47925.46,20000.0,7440.04,17,-663.15,-17185.97,25000.0,0,34961.81,30.0
61123.76,2937.01,3301.71,16785.67,17123.24,2338.65,0.0,5806.21,28,-8934.47,-42511.25,15000.0,0,18718.49,30.0
32366.16,6672.73,7857.65,43229.3,31478.44,53154.68,0.0,10961.5,12,-10254.85,-57100.52,25000.0,1,-25228.87,1.9
140563.15,2817.47,4581.17,37913.41,31183.45,37968.44,20000.0,6225.57,4,-17225.61,-92039.52,25000.0,0,48238.57,30.0
16212.33,2353.13,2908.04,7046.8,6578.59,15001.96,14000.0,3104.71,12,-3515.43,-20870.78,15000.0,1,-4604.35,1.0
172666.81,11834.22,4889.31,16964.8,17183.2,70927.79,0.0,6423.24,28,55926.64,245127.06,20000.0,0,228131.06,30.0
177895.79,3030.55,7898.61,38804.45,21075.55,52879.82,20000.0,7507.07,8,-31930.68,-161042.01,25000.0,1,17039.82,22.0
242034.8,11349.34,3775.83,15997.57,6146.1,58089.65,6000.0,2425.25,24,62174.1,260751.45,20000.0,0,303998.32,30.0
57611.51,2763.44,1433.91,18886.63,10311.06,5442.49,0.0,5014.35,18,6270.79,16130.73,15000.0,0,64244.52,30.0
119216.43,4438.89,4931.56,45997.6,28341.58,17971.58,0.0,6508.0,18,-11191.0,-71147.69,25000.0,0,48253.38,30.0
111906.91,4684.41,5483.33,20125.1,28376.77,45386.38,20000.0,13237.34,16,-7865.87,-35083.09,25000.0,0,76815.09,30.0
39220.97,2213.57,3248.02,14890.27,10791.97,13873.31,0.0,2204.73,24,-8783.29,-42842.49,15000.0,1,-3721.83,13.0
305221.6,10550.36,2590.97,18164.66,21717.73,48181.95,0.0,4248.39,11,56665.06,247081.38,20000.0,0,362502.89,30.0
126405.01,10979.68,4267.44,44655.64,9784.53,58725.49,0.0,11888.38,23,54816.97,205652.52,20000.0,0,181317.62,30.0
120610.82,3056.34,7663.71,41982.22,26544.72,8759.97,8000.0,12942.0,23,-41117.53,-201188.28,25000.0,1,-80583.74,13.7
38054.58,4273.01,3991.99,39466.53,35823.55,41893.39,20000.0,3593.82,13,-3983.62,-32966.17,25000.0,1,4933.01,5.8
130964.13,6425.56,3054.89,31983.82,22316.95,68219.84,6000.0,9335.58,28,28311.9,112639.28,20000.0,0,159042.54,30.0
22364.31,2524.86,2748.87,14027.05,18342.25,16659.99,5000.0,3703.78,19,-5572.96,-24429.57,15000.0,1,-2280.62,6.0
165329.12,4612.94,7329.25,44817.2,14142.94,35330.89,8000.0,10914.36,27,-17605.17,-108318.56,25000.0,0,56992.87,30.0
40668.43,1889.78,1476.79,14207.91,12144.75,4324.76,28500.0,2141.0,28,-1102.05,-21038.33,15000.0,0,19644.21,30.0
323930.99,5039.17,5990.03,34584.72,18810.48,70023.86,0.0,10814.67,10,-175.4,-11896.98,20000.0,0,311799.5,30.0
